Image_path,label
/Users/sunita/Documents/Nvidia-Hackathon-Dataset/training/background/fabric_22_none_smooth_d2.jpg,0
/Users/sunita/Documents/Nvidia-Hackathon-Dataset/training/background/tent_13_none_smooth_d3.jpg,0
/Users/sunita/Documents/Nvidia-Hackathon-Dataset/training/background/door_13_rotate_sharpen.jpg,0
/Users/sunita/Documents/Nvidia-Hackathon-Dataset/training/background/door_31_rotate_none_d2.jpg,0
/Users/sunita/Documents/Nvidia-Hackathon-Dataset/training/background/door_37_flip_smooth.jpg,0
/Users/sunita/Documents/Nvidia-Hackathon-Dataset/training/background/door_4_none_blur_d3.jpg,0
/Users/sunita/Documents/Nvidia-Hackathon-Dataset/training/background/door_14_rotate_none.jpg,0
/Users/sunita/Documents/Nvidia-Hackathon-Dataset/training/background/mountain_9_rotate_none.jpg,0
/Users/sunita/Documents/Nvidia-Hackathon-Dataset/training/background/fabric_5_rotate_sharpen.jpg,0
/Users/sunita/Documents/Nvidia-Hackathon-Dataset/training/background/wall_16_rotate_smooth.jpg,0
/Users/sunita/Documents/Nvidia-Hackathon-Dataset/training/background/door_7_none_sharpen_d2.jpg,0
/Users/sunita/Documents/Nvidia-Hackathon-Dataset/training/background/wall_14_flip_edgeEnhance_d2.jpg,0
/Users/sunita/Documents/Nvidia-Hackathon-Dataset/training/background/wall_7_none_edgeEnhance_d2.jpg,0
/Users/sunita/Documents/Nvidia-Hackathon-Dataset/training/background/wall_3_rotate_smooth.jpg,0
/Users/sunita/Documents/Nvidia-Hackathon-Dataset/training/background/wall_5_flip_none_d2.jpg,0
/Users/sunita/Documents/Nvidia-Hackathon-Dataset/training/background/door_29_none_sharpen.jpg,0
/Users/sunita/Documents/Nvidia-Hackathon-Dataset/training/background/mountain_21_rotate_none.jpg,0
/Users/sunita/Documents/Nvidia-Hackathon-Dataset/training/background/fabric_3_none_none_d3.jpg,0
/Users/sunita/Documents/Nvidia-Hackathon-Dataset/training/background/envelope_16_none_blur.jpg,0
/Users/sunita/Documents/Nvidia-Hackathon-Dataset/training/background/tent_11_rotate_none.jpg,0
/Users/sunita/Documents/Nvidia-Hackathon-Dataset/training/background/mountain_10_none_edgeEnhance_d2.jpg,0
/Users/sunita/Documents/Nvidia-Hackathon-Dataset/training/background/tent_14_flip_sharpen_d3.jpg,0
/Users/sunita/Documents/Nvidia-Hackathon-Dataset/training/background/mountain_12_flip_sharpen_d3.jpg,0
/Users/sunita/Documents/Nvidia-Hackathon-Dataset/training/background/mountain_21_none_blur_d3.jpg,0
/Users/sunita/Documents/Nvidia-Hackathon-Dataset/training/background/displayPanel_6_flip_sharpen.jpg,0
/Users/sunita/Documents/Nvidia-Hackathon-Dataset/training/background/mountain_9_flip_edgeEnhance_d3.jpg,0
/Users/sunita/Documents/Nvidia-Hackathon-Dataset/training/background/door_34_flip_none_d3.jpg,0
/Users/sunita/Documents/Nvidia-Hackathon-Dataset/training/background/mountain_15_rotate_edgeEnhance.jpg,0
/Users/sunita/Documents/Nvidia-Hackathon-Dataset/training/background/dressingCase_0_rotate_none_d2.jpg,0
/Users/sunita/Documents/Nvidia-Hackathon-Dataset/training/background/door_29_rotate_none.jpg,0
/Users/sunita/Documents/Nvidia-Hackathon-Dataset/training/background/door_4_none_none.jpg,0
/Users/sunita/Documents/Nvidia-Hackathon-Dataset/training/background/displayPanel_3_none_smooth_d3.jpg,0
/Users/sunita/Documents/Nvidia-Hackathon-Dataset/training/background/fabric_29_flip_none_d2.jpg,0
/Users/sunita/Documents/Nvidia-Hackathon-Dataset/training/background/mountain_23_none_sharpen_d3.jpg,0
/Users/sunita/Documents/Nvidia-Hackathon-Dataset/training/background/envelope_3_rotate_smooth.jpg,0
/Users/sunita/Documents/Nvidia-Hackathon-Dataset/training/background/fabric_36_flip_none_d3.jpg,0
/Users/sunita/Documents/Nvidia-Hackathon-Dataset/training/background/wall_4_flip_sharpen_d3.jpg,0
/Users/sunita/Documents/Nvidia-Hackathon-Dataset/training/background/mountain_11_rotate_smooth_d2.jpg,0
/Users/sunita/Documents/Nvidia-Hackathon-Dataset/training/background/fabric_28_flip_blur.jpg,0
/Users/sunita/Documents/Nvidia-Hackathon-Dataset/training/background/displayPanel_4_none_none_d2.jpg,0
/Users/sunita/Documents/Nvidia-Hackathon-Dataset/training/background/wall_3_none_edgeEnhance.jpg,0
/Users/sunita/Documents/Nvidia-Hackathon-Dataset/training/background/mountain_1_none_blur.jpg,0
/Users/sunita/Documents/Nvidia-Hackathon-Dataset/training/background/fabric_11_none_blur.jpg,0
/Users/sunita/Documents/Nvidia-Hackathon-Dataset/training/background/door_27_none_smooth_d3.jpg,0
/Users/sunita/Documents/Nvidia-Hackathon-Dataset/training/background/fabric_34_rotate_none_d3.jpg,0
/Users/sunita/Documents/Nvidia-Hackathon-Dataset/training/background/door_15_flip_none_d2.jpg,0
/Users/sunita/Documents/Nvidia-Hackathon-Dataset/training/background/fabric_7_none_edgeEnhance.jpg,0
/Users/sunita/Documents/Nvidia-Hackathon-Dataset/training/background/wall_8_flip_smooth_d2.jpg,0
/Users/sunita/Documents/Nvidia-Hackathon-Dataset/training/background/door_24_rotate_smooth.jpg,0
/Users/sunita/Documents/Nvidia-Hackathon-Dataset/training/background/fabric_35_none_edgeEnhance_d3.jpg,0
/Users/sunita/Documents/Nvidia-Hackathon-Dataset/training/background/envelope_2_none_blur_d2.jpg,0
/Users/sunita/Documents/Nvidia-Hackathon-Dataset/training/background/fabric_6_none_blur.jpg,0
/Users/sunita/Documents/Nvidia-Hackathon-Dataset/training/background/door_21_none_none_d2.jpg,0
/Users/sunita/Documents/Nvidia-Hackathon-Dataset/training/background/fabric_8_rotate_edgeEnhance_d3.jpg,0
/Users/sunita/Documents/Nvidia-Hackathon-Dataset/training/background/fabric_8_rotate_sharpen.jpg,0
/Users/sunita/Documents/Nvidia-Hackathon-Dataset/training/background/mountain_3_none_none_d3.jpg,0
/Users/sunita/Documents/Nvidia-Hackathon-Dataset/training/background/fabric_21_rotate_none.jpg,0
/Users/sunita/Documents/Nvidia-Hackathon-Dataset/training/background/mountain_9_rotate_edgeEnhance.jpg,0
/Users/sunita/Documents/Nvidia-Hackathon-Dataset/training/background/tent_0_none_none_d3.jpg,0
/Users/sunita/Documents/Nvidia-Hackathon-Dataset/training/background/dressingCase_8_none_smooth.jpg,0
/Users/sunita/Documents/Nvidia-Hackathon-Dataset/training/background/wall_12_rotate_blur_d2.jpg,0
/Users/sunita/Documents/Nvidia-Hackathon-Dataset/training/background/dressingCase_0_none_none_d3.jpg,0
/Users/sunita/Documents/Nvidia-Hackathon-Dataset/training/background/dressingCase_0_rotate_edgeEnhance_d3.jpg,0
/Users/sunita/Documents/Nvidia-Hackathon-Dataset/training/background/envelope_11_none_edgeEnhance_d2.jpg,0
/Users/sunita/Documents/Nvidia-Hackathon-Dataset/training/background/fabric_30_flip_none.jpg,0
/Users/sunita/Documents/Nvidia-Hackathon-Dataset/training/background/displayPanel_2_flip_sharpen_d2.jpg,0
/Users/sunita/Documents/Nvidia-Hackathon-Dataset/training/background/door_10_flip_edgeEnhance_d2.jpg,0
/Users/sunita/Documents/Nvidia-Hackathon-Dataset/training/background/envelope_0_none_smooth_d2.jpg,0
/Users/sunita/Documents/Nvidia-Hackathon-Dataset/training/background/envelope_1_none_edgeEnhance_d2.jpg,0
/Users/sunita/Documents/Nvidia-Hackathon-Dataset/training/background/fabric_21_flip_sharpen.jpg,0
/Users/sunita/Documents/Nvidia-Hackathon-Dataset/training/background/door_7_none_smooth.jpg,0
/Users/sunita/Documents/Nvidia-Hackathon-Dataset/training/background/mountain_21_none_edgeEnhance_d3.jpg,0
/Users/sunita/Documents/Nvidia-Hackathon-Dataset/training/background/mountain_9_none_sharpen_d3.jpg,0
/Users/sunita/Documents/Nvidia-Hackathon-Dataset/training/background/door_31_none_smooth.jpg,0
/Users/sunita/Documents/Nvidia-Hackathon-Dataset/training/background/mountain_15_flip_blur_d3.jpg,0
/Users/sunita/Documents/Nvidia-Hackathon-Dataset/training/background/fabric_9_flip_none_d3.jpg,0
/Users/sunita/Documents/Nvidia-Hackathon-Dataset/training/background/fabric_36_rotate_edgeEnhance.jpg,0
/Users/sunita/Documents/Nvidia-Hackathon-Dataset/training/background/door_23_flip_sharpen.jpg,0
/Users/sunita/Documents/Nvidia-Hackathon-Dataset/training/background/mountain_23_flip_none_d2.jpg,0
/Users/sunita/Documents/Nvidia-Hackathon-Dataset/training/background/dressingCase_6_none_smooth_d2.jpg,0
/Users/sunita/Documents/Nvidia-Hackathon-Dataset/training/background/door_16_rotate_sharpen_d3.jpg,0
/Users/sunita/Documents/Nvidia-Hackathon-Dataset/training/background/fabric_16_rotate_blur_d2.jpg,0
/Users/sunita/Documents/Nvidia-Hackathon-Dataset/training/background/fabric_1_flip_blur_d2.jpg,0
/Users/sunita/Documents/Nvidia-Hackathon-Dataset/training/background/tent_15_flip_sharpen_d2.jpg,0
/Users/sunita/Documents/Nvidia-Hackathon-Dataset/training/background/mountain_3_rotate_edgeEnhance.jpg,0
/Users/sunita/Documents/Nvidia-Hackathon-Dataset/training/background/fabric_27_none_none.jpg,0
/Users/sunita/Documents/Nvidia-Hackathon-Dataset/training/background/fabric_14_none_sharpen_d3.jpg,0
/Users/sunita/Documents/Nvidia-Hackathon-Dataset/training/background/envelope_0_flip_sharpen_d3.jpg,0
/Users/sunita/Documents/Nvidia-Hackathon-Dataset/training/background/door_17_rotate_edgeEnhance_d3.jpg,0
/Users/sunita/Documents/Nvidia-Hackathon-Dataset/training/background/dressingCase_8_flip_edgeEnhance_d3.jpg,0
/Users/sunita/Documents/Nvidia-Hackathon-Dataset/training/background/door_6_flip_none_d2.jpg,0
/Users/sunita/Documents/Nvidia-Hackathon-Dataset/training/background/door_31_rotate_edgeEnhance_d2.jpg,0
/Users/sunita/Documents/Nvidia-Hackathon-Dataset/training/background/wall_8_flip_edgeEnhance_d2.jpg,0
/Users/sunita/Documents/Nvidia-Hackathon-Dataset/training/background/wall_5_flip_sharpen_d2.jpg,0
/Users/sunita/Documents/Nvidia-Hackathon-Dataset/training/background/tent_7_none_smooth_d2.jpg,0
/Users/sunita/Documents/Nvidia-Hackathon-Dataset/training/background/mountain_1_flip_blur.jpg,0
/Users/sunita/Documents/Nvidia-Hackathon-Dataset/training/background/door_29_none_blur_d3.jpg,0
/Users/sunita/Documents/Nvidia-Hackathon-Dataset/training/background/tent_15_rotate_none_d3.jpg,0
/Users/sunita/Documents/Nvidia-Hackathon-Dataset/training/background/mountain_21_none_sharpen.jpg,0
/Users/sunita/Documents/Nvidia-Hackathon-Dataset/training/background/fabric_24_rotate_none_d2.jpg,0
/Users/sunita/Documents/Nvidia-Hackathon-Dataset/training/background/door_9_none_edgeEnhance.jpg,0
/Users/sunita/Documents/Nvidia-Hackathon-Dataset/training/background/fabric_28_none_blur.jpg,0
/Users/sunita/Documents/Nvidia-Hackathon-Dataset/training/background/tent_8_none_blur_d2.jpg,0
/Users/sunita/Documents/Nvidia-Hackathon-Dataset/training/background/door_37_none_smooth_d2.jpg,0
/Users/sunita/Documents/Nvidia-Hackathon-Dataset/training/background/door_13_rotate_blur_d3.jpg,0
/Users/sunita/Documents/Nvidia-Hackathon-Dataset/training/background/fabric_32_flip_edgeEnhance.jpg,0
/Users/sunita/Documents/Nvidia-Hackathon-Dataset/training/background/fabric_15_none_blur_d3.jpg,0
/Users/sunita/Documents/Nvidia-Hackathon-Dataset/training/background/wall_14_none_edgeEnhance_d3.jpg,0
/Users/sunita/Documents/Nvidia-Hackathon-Dataset/training/background/mountain_19_rotate_sharpen_d2.jpg,0
/Users/sunita/Documents/Nvidia-Hackathon-Dataset/training/background/door_21_none_edgeEnhance_d2.jpg,0
/Users/sunita/Documents/Nvidia-Hackathon-Dataset/training/background/envelope_18_none_smooth_d3.jpg,0
/Users/sunita/Documents/Nvidia-Hackathon-Dataset/training/background/fabric_5_rotate_blur_d3.jpg,0
/Users/sunita/Documents/Nvidia-Hackathon-Dataset/training/background/displayPanel_2_none_smooth.jpg,0
/Users/sunita/Documents/Nvidia-Hackathon-Dataset/training/background/envelope_11_flip_edgeEnhance_d3.jpg,0
/Users/sunita/Documents/Nvidia-Hackathon-Dataset/training/background/mountain_15_flip_sharpen.jpg,0
/Users/sunita/Documents/Nvidia-Hackathon-Dataset/training/background/envelope_6_rotate_none_d2.jpg,0
/Users/sunita/Documents/Nvidia-Hackathon-Dataset/training/background/envelope_17_rotate_none.jpg,0
/Users/sunita/Documents/Nvidia-Hackathon-Dataset/training/background/mountain_1_flip_blur_d2.jpg,0
/Users/sunita/Documents/Nvidia-Hackathon-Dataset/training/background/fabric_0_rotate_edgeEnhance_d2.jpg,0
/Users/sunita/Documents/Nvidia-Hackathon-Dataset/training/background/displayPanel_4_flip_smooth.jpg,0
